JIVDATE,INCIDENTSITE,IMAGES1,CLEANUPCOMPLETED,TERRAIN,COMMENTS,month,DATEREPORTED,SPILLVOLUME,JIVREPORT,year,CAUSE
27-Aug-11,"16"" Egbema-Assa Pipeline at Ekpeagha",http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/703073_Egbema_Assa_Pipeline_at_Ekpeagha_Photos.pdf,Recovery of spilled volume completed on 30th August 2011. Cleanup of residual impacted area completed on 20th of September 2011.,Land,Post Cleanup Inspection completed on 27th October 2011.,august,22-Aug-11,2,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/703073_Egbema_Assa_Pipeline_Ekpeagha_JIV_Report.pdf,2011,Sabotage/Theft
25-Aug-11,"6"" Utorogu - Ughelli West Gasline at Iwhrekan",http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/703633_6in_Utorogu-UghelliWest_gasline_at_Iwhrekan_Photos.pdf,Recovery of spilled volume commenced on 25th August 2011 and was completed on 3rd October 2011. Cleanup of residual impacted area completed on 30th November 2011.,Land,Post cleanup inspection completed on 30th December 2011.,august,23-Aug-11,6.65,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/703633_6in_Utorogu-UghelliWest_gasline_at_Iwhrekan_JIV.pdf,2011,Operational
28-Aug-11,"10"" Ekulama-Sanbarth Pipeline at Sanbarth",http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/704451_10in_Ekulama_Sanbarth_Pipeline_at_Sanbarth_Photos.pdf,No recoverable oil was found on site. Assessment of impacted area was completed on 28th August 2011. Cleanup of residual impacted area completed on 29th October 2011.,Swamp,"The JIV of 28th August revealed that a cofferdam was required in order to ascertain the cause of spill.  Following construction of the cofferdam, a conclusive JIV was held on 22nd September 2011. Overall schedule considers community contracting and the difficult work terrain, particularly during the rainy season. Post Cleanup Inspection completed on 3rd November 2011.",august,23-Aug-11,0.93,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/704451_10in_Ekulama_Sanbarth_Pipeline_at_Sanbarth_JIV.pdf,2011,Operational
28-Aug-11,"10"" Utorogu - UPS trunkline at Ughevwughe",http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/705675_10in_Utorogu-UPS_Pipeline_at_Ughevwughe_Photos.pdf,No recoverable oil was found on site. Cleanup of residual impacted area completed on 29th of September 2011.,Land,Post Cleanup Inspection completed on 7th October 2011.,august,26-Aug-11,0.17,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/705675_10in_Utorogu-UPS_Pipeline_at_Ughevwughe_JIV.pdf,2011,Operational
19-Nov-11,"12"" Imo River - Ogale Pipeline at Komkom",http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/705619_12in_ImoRiver-Ogale_pipeline_at_KomKom_Photos.pdf,"Recovery of spilled volume commenced on 19th November 2011 and was completed on 11th December 2011. Cleanup of residual impacted area was completed on 6th January 2012
",Land,"Delay in JIV resulted from a protracted shutdown of Imo River pipeline for security reasons. Post Cleanup Inspection completed on 3rd February 2012.
",august,27-Aug-11,167.12,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/705619_12in_ImoRiver-Ogale_pipeline_at_KomKom_JIV.pdf,2011,Sabotage/Theft
4-Sep-11,"20"" Kolocreek-Rumuekpe Pipeline at Ogbogolo",http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/706505_20inch_Kolocreek_Rumuekpe_Pipeline_at_Ogbogolo_Photos.pdf,Recovery of spilled volume commenced on 9th September 2011 and was completed on 29th September 2011. Cleanup of residual impacted area commenced on 20th October 2011 and was completed on 14th November 2011.,Land,JIV commenced on 4th September and was completed on 11th September 2011. Post Cleanup Inspection completed on 22nd November 2011.,august,29-Aug-11,82.6,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/706505_20inch_Kolocreek_Rumuekpe_Pipeline_at_Ogbogolo_JIV_Report.pdf,2011,Operational
9-Sep-11,Well 4T at Ogini,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/707585_Ogini_Well_4T_4inch_flowline_at_Ovrode_Photos.pdf,No recoverable oil was found on site.,Land,JIV recommends no cleanup action required. Closed.,august,31-Aug-11,0.02,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/707585_Ogini_Well_4T_4inch_Flowline_at_Ovrode_JIV_Report.pdf,2011,Operational
JIVDATE,INCIDENTSITE,IMAGES1,CLEANUPCOMPLETED,TERRAIN,COMMENTS,month,DATEREPORTED,SPILLVOLUME,JIVREPORT,year,CAUSE
6-Sep-11,Well 34T Flowline at Opukushi,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/709344_Opukushi_Well_34_Flowline_at_Agbidiama_&_Egbemo_Angalabiri_Photos.pdf,Containment in place. Recovery of spilled volume completed on 18th September 2011. Cleanup of residual impacted area completed on 23rd of September 2011.,Swamp,Post Cleanup inspection completed on 12th October 2011.,september,1-Sep-11,4.64,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/709344_Opukushi_Well_34_Flowline_at_Agbidiama_&_Egbemo_Angalabiri_JIV_Report.pdf,2011,Operational
9-Sep-11,"14"" Okordia-Rumuekpe  Pipeline at Ikarama",http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/709129_14inch_Okordia_Rumuekpe_Pipeline_at_Ikarama_Photos.pdf,Recovery of spilled volume commenced on 12th September 2011 and was completed on 26th November 2011. Cleanup of residual impacted area was completed on 16th December 2011.,Land,This is the 10th sabotage incident at Ikarama since the beginning of August 2011. Schedule revised due to a nationwide industrial action by labour unions in January 2012. Post Cleanup Inspection completed on 8th February 2012. ,september,3-Sep-11,68.7,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/709129_14inch_Okordia_Rumuekpe_Pipeline_at_Ikarama_JIV_Report.pdf,2011,Sabotage/Theft
13-Sep-11,"18"" Assa-Rumuekpe Pipeline at Elele-Amini",http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/709916_18inch_Assa_Rumuekpe_Pipeline_at_Elele_Alimini_Photos.pdf,Recovery of spilled volume completed on 14th September 2011. Cleanup of residual impacted area completed on 20th September 2011.,Land,Post cleanup inspection completed on 24th October 2011.,september,5-Sep-11,155,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/709916_18inch_Assa_Rumuekpe_Pipeline_at_Elele_Alimini_JIV_Report.pdf,2011,Sabotage/Theft
12-Sep-11,Well 4T Flowline at Batan,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/711029_Batan_Well_4T_6inch_Flowline_at_Batan_Photos.pdf,No recoverable oil was found on site.,Swamp,JIV recommends no cleanup action required. Closed.,september,7-Sep-11,1.22,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/711029_Batan_Well_4T_6inch_Flowline_at_Batan_JIV_Report.pdf,2011,Operational
14-Sep-11,Nun River Well 15 Flowline at Onyonma,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/713673_NunRiver_Well_15S_Flowline_at_Onyonma_Photos.pdf,Containment in place. Recovery of spilled volume commenced on 27th September 2011 and was completed on 16th October 2011. Cleanup of residual impacted area was completed on 18th December 2011.,Swamp,"The cleanup of residual impacted areas, which was originally planned for completion in October 2011, was suspended due to denial of access by the community. Site re-impacted following the Nun River Well 15 Flowline leak incident at Onyonma on 21st December 2011 . This incident is now closed. Clean up progress monitoring shall be via entry for the more recent incident of 21Jan2012.  Post Cleanup Inspection completed on 26th March 2012.",september,8-Sep-11,3.5,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/713673_NunRiver_Well_15_Flowline_at_Onyonma_JIV_Report.pdf,2011,Sabotage/Theft
14-Sep-11,Imo River 3 Well 1 Flowline at Ipu-West,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/712898_ ImoRiver_III_Well_1T_Flowline_at_Ipu-West_Photos.pdf,Recovery of spilled volume commenced on 24th September 2011 and was completed on 25th September 2011. Cleanup of residual impacted area completed on 10th October 2011.,Land,Post Cleanup Inspection completed on 30th November 2011.,september,12-Sep-11,11.3,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/712898_ImoRiver_III_Well_1T_Flowline_at_Ipu-West_JIV_Report.pdf,2011,Sabotage/Theft
15-Sep-11,Adibawa Well 10 S Flowline at Edagberi,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/713460_Adibawa_Well_10S_Flowline_at_Edagberi_Photos.pdf, No recoverable oil was found on site. Cleanup of residual impacted area completed on 18th November 2011.,Land,Schedule revised due to a nationwide industrial action by labour unions in January 2012. Post Cleanup Inspection completed on 8th February 2012.   ,september,13-Sep-11,1,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/713460_Adibawa_Well_10S_Flowline_at_Edagberi_JIV_Report .pdf,2011,Sabotage/Theft
16-Sep-11,Akaso Well 10S Flowline at Mbiama,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/713692_Akaso_Well_10S_Flowline_at_Mbiama_Photos.pdf,No recoverable oil was found on site and reassessment revealed no residual impact.,Swamp,Post Cleanup Inspection completed on 24th November 2011.,september,13-Sep-11,0.81,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/713692_Akaso_Well_10S_Flowline_at_Mbiama_JIV_Report.pdf,2011,Sabotage/Theft
20-Sep-11,Jones Creek Well Head 23S/L at Kokodiagbene,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/714936_JonesCreek_Wellhead_23SL_at_Kokodiagbene_Photos.pdf,Recovery completed on the 30th of September 2011. Cleanup of residual impacted area commenced on 17th November 2011 and was completed on 21st November 2011.,Swamp,Post Cleanup Inspection completed on 6th December 2011.,september,16-Sep-11,9.88,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/714936_JonesCreek_Wellhead_23SL_at_Kokodiagbene_JIV.pdf,2011,Sabotage/Theft
23-Sep-11,"20"" Kolocreek-Rumuekpe Pipeline at Ogbogolo",http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/715039_20in_Kolocreek-Rumuekpe_Pipeline_at_Ogbogolo_Photos.pdf,Containment in place. Recovery of spilled volume commenced on 26th September 2011 and was completed on 29th September 2011. Cleanup of residual impacted area commenced on 20th October 2011 and was completed on 14th November 2011.,Land,Post Cleanup Inspection completed on  23rd November 2011.,september,18-Sep-11,36,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/715039_20in_Kolocreek-Rumuekpe_Pipeline_at_Ogbogolo_JIV.pdf,2011,Operational
23-Sep-11,"28"" Trans Forcados Pipeline at Batan axis",http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/715086_28_in_Trans_Forcados_Pipeline_at_Batan_Photos.pdf,  No recoverable oil was found on site. Cleanup of residual impacted area commenced on 3rd December 2011 and was completed on  20th December 2011.,Swamp,"Cleanup of residual impacted area was planned for completion in December 2011. Overall schedule considered community contracting and the difficult work terrain, particularly during the rainy season.  Post Cleanup Inspection completed on 21st December 2011.",september,19-Sep-11,8.79,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/715086_28_in_Trans_Forcados_Pipeline_at_Batan_ JIV.pdf,2011,Operational
22-Sep-11,"6"" Obigbo North - Ogale Pipeline at Ogale",http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/716037_6in_ObigboNorth-Ogale_Pipeline_at_Ogale_Photos.pdf,No recoverable oil was found on site.,Land,JIV recommends no cleanup action required. Closed.,september,21-Sep-11,0.95,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/716037_6in_ObigboNorth-Ogale_Pipeline_at_Ogale_JIV.pdf,2011,Sabotage/Theft
24-Sep-11,"6"" Obigbo North Pipeline at Ogale",http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/717071_6in_ObigboNorth-Ogale_Pipeline_at_Ogale_Photos.pdf,No recoverable oil was found on site.,Land,JIV recommends no cleanup action required. Closed.,september,23-Sep-11,0.41,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/717071_6in_ObigboNorth-Ogale_Pipeline_at_Ogale_JIV.pdf,2011,Sabotage/Theft
30-Sep-11,Well 3T at Escravos,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/719935_Escravos_ Well3T_at_Ogidigben_Photos.pdf,Recovery of spilled volume commenced on 30th September 2011 and was completed on 1st October 2011 . Cleanup of residual impacted area completed on 2nd October 2011.,Land,Post Cleanup Inspection completed on 30th November 2011.,september,29-Sep-11,1.33,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/719935_Escravos_ Well3T_at_Ogidigben_ JIV.pdf,2011,Operational
6-Oct-11,Cawthorne Channel Well 43S Flowline at Cawthorne Channel,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/722516_CawthorneChannel3_Well43S_flowline_at_Moneykiri_Photos.pdf,Recovery of spilled volume completed on 8th October 2011. Cleanup of residual impacted area commenced on 25th October 2011 and was completed on 30th October 2011.,Swamp,Post Cleanup Inspection completed on 24th November  2011.,september,30-Sep-11,1.8,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/722516_CawthorneChannel3_Well43S_flowline_at_Moneykiri_JIV.pdf,2011,Sabotage/Theft
JIVDATE,INCIDENTSITE,IMAGES1,CLEANUPCOMPLETED,TERRAIN,COMMENTS,month,DATEREPORTED,SPILLVOLUME,JIVREPORT,year,CAUSE
3-Oct-11,"6"" Obigbo North Pipeline at Ogale",http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/721661_6in_ObigboNorth_pipeline_at_Ogale_Photos.pdf,No recoverable oil was found on site.,Land,JIV recommends no cleanup action required. Closed.,october,1-Oct-11,0.87,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/721661_6in_ObigboNorth_pipeline_at_Ogale_JIV.pdf,2011,Sabotage/Theft
6-Oct-11,"4"" Imo River 1 Well 30 S Flowline at  Igiriukwu",http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/723956_4in_ImoRiver1_Well30S_flowline_at_Igiriukwu_Photos.pdf,Recovery of spilled volume and cleanup of residual impacted area commenced on 17th October 2011 and was completed on 22nd October 2011.,Land,Post Cleanup Inspection completed on 30th November 2011.,october,2-Oct-11,6.6,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/723956_4in_ImoRiver1_Well30S_flowline_at_Igiriukwu_JIV.pdf,2011,Sabotage/Theft
4-Oct-11,"6"" Obigbo - Ogale Condensate line at Komkom",http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/722667_6in_ObigboNorth_pipeline_at_KomKom_Photos.pdf,No recoverable oil was found on site.,Land,JIV recommends no cleanup action required. Closed.,october,4-Oct-11,0.22,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/722667_6in_ObigboNorth_pipeline_at_KomKom_JIV.pdf,2011,Sabotage/Theft
8-Oct-11,28'' Trans Forcados Pipeline at Batan axis,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/723250_28in_TransForcados_Pipeline_at_Batan_Photos.pdf,Containment in place. Recovery of spilled volume commenced on 13th October 2011 and was completed 19th October 2011. Cleanup of residual impacted area completed on 5th March 2012.,Swamp,Post Cleanup inspection completed on  6th March 2012.,october,4-Oct-11,134.28,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/723250_28in_TransForcados_Pipeline_at_Batan_JIV.pdf,2011,Sabotage/Theft
8-Oct-11,"24"" Alakiri-Bonny Pipeline at Illomatoru",http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/723939_24in_Alakiri-Bonny_pipeline_at_Ilomatoru_Photos.pdf,Recovery of spilled volume commenced on 12th October 2011 and was completed on 26th October 2011. Cleanup of residual impacted area completed on 24th January 2012.,Swamp,Post Cleanup inspection completed on 24th January 2012.,october,5-Oct-11,152,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/723939_24in_Alakiri-Bonny_pipeline_at_Ilomatoru_JIV.pdf,2011,Sabotage/Theft
8-Feb-12,16'' South Forcados Trunkline at Oviri Olomu,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/723263_16in_South-Forcados_trunkline_at_Oviri-Olomu_Photos.pdf,Containment  in place. Recovery of spilled volume commenced on 24th February 2012 and completed on 29th February 2012. Cleanup of residual impacted area completed on 2nd June 2012.,Swamp,"JIV was delayed due to inaccessibility of the site following heavy rains and flooding. Mobilisation for recovery was stopped by the host community on 21st October 2011. Issue resolved in February 2012. An initial JIV on 8th February 2012 could not access the spill point. A second, conclusive JIV was held on 14th February  2012. Post Cleanup inspection was completed on 6th June 2012. Overall schedule was also impacted by community contracting. ",october,5-Oct-11,18.84,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/723263_16in_South-Forcados_trunkline_at_Oviri-Olomu_JIV.pdf,2011,Operational
